01/12/2010,100,75,,-,-
01/14/2010,105,-,,55,135
01/17/2010,110,80,,-,-
01/19/2010,115,-,,60,140
01/21/2010,120,85,,-,-
01/26/2010,125,-,,65,145
01/28/2010,125,90,,-,-
01/31/2010,125,-,,70,150
02/02/2010,130,95,,-,-
02/04/2010,135,-,,75,155
02/09/2010,135,-,,-,-,,injured tricep
02/11/2010,135,100,,-,-
02/14/2010,135,-,,80,135,,deadlifts redo 
02/16/2010,140,100,,-,-,138.3
02/18/2010,145,-,,80,140
02/21/2010,150,105,,-,-
02/25/2010,150,-,,80,145,140
03/05/2010,-,105,,-,-,140,injured ankle
08/31/2010,45,45,,-,-,129,Back on the horse!!
09/03/2010,50,-,,45,115,129.4,Vibrams
09/08/2010,55,50,,-,-,129.8
09/10/2010,60,-,,50,120,130.6
09/13/2010,65,55,,-,-,130.8
09/15/2010,70,-,,55,115,131.4,Deadlifts are weird
09/17/2010,75,60,,-,-,132.6
09/20/2010,80,-,,60,100,131.4
09/22/2010,85,65,,-,-,132.6
09/24/2010,90,-,,65,95,132.4,I've figured out a good deadlift technique
09/27/2010,95,70,,-,-,132.4
09/29/2010,100,-,,65,100,133
10/01/2010,105,75,,-,-,132
10/04/2010,110,-,,70,105,133.8
10/06/2010,115,80,,-,-,133.6
10/11/2010,120,-,,70,110,132
10/13/2010,125,85,,-,-,133.6
10/22/2010,125,-,,70,115,133.2
10/25/2010,130,90,,-,-,133.8
10/27/2010,135,-,,75,120,134.8,Press fail: 55443
10/29/2010,140,95,,-,-,135.4
11/03/2010,145,-,,75,125,134.6
11/05/2010,150,-,,-,-,134.6,Shoulder pain
11/08/2010,155,-,,-,-,135.6,Damn shoulder!
11/10/2010,160,-,,80,130,135,Press fail: 53311
11/12/2010,165,-,,-,-,136,bench indecision
11/15/2010,170,45,,-,-,135.2,totally new benching form
01/19/2011,95,45,,-,-,130.8
01/21/2011,100,-,,45,115,130.8
01/24/2011,105,50,,-,-,132
01/28/2011,110,-,,50,125,132.4
02/09/2011,115,55,,-,-,133
02/14/2011,120,-,,55,130,133.6
02/18/2011,125,60,,-,-,133.4
02/21/2011,130,-,,60,135,134
02/23/2011,135,65,,-,-,135.2
05/16/2011,75,45,,-,-,129.6
05/18/2011,85,-,,45,95,130.6
05/20/2011,95,50,,-,-,131.4
05/23/2011,100,-,,50,105,130.8
05/25/2011,105,55,,-,-,130.8
05/27/2011,110,-,,55,115,132.6
05/31/2011,115,60,,-,-,132.2
06/02/2011,120,-,,60,125,131.4
06/06/2011,125,65,,-,-,133.6
06/08/2011,130,-,,65,135,132.8
06/13/2011,135,70,,-,-,132
06/15/2011,140,-,,70,145,132.6,Press fail: 55532
06/17/2011,145,75,,-,-,133.8
10/03/2011,45,45,,-,-,-,Starting Rippetoe's Starting Strength
10/05/2011,50,-,,45,115,-
10/10/2011,55,50,,-,-,128.8,Clean: 50
10/12/2011,60,-,,50,125,130
10/14/2011,65,55,,-,-,129.8,Clean: 55
10/17/2011,70,-,,55,135,128.6
10/19/2011,75,60,,-,-,130.2,Clean: 60
10/28/2011,80,-,,60,140,128.4,YMCA
01/10/2012,45,45,,-,-,127,Dumbbell Row: 20 (each)
01/12/2012,50,-,,45,95,126.2
01/14/2012,55,50,,-,-,126.2,Dumbbell Row: 25 (each)
01/17/2012,60,-,,50,105,127.2
01/19/2012,65,55,,-,-,127.8,Row: 55
01/21/2012,70,-,,55,115,127.8
01/24/2012,75,60,,-,-,128.8,Row: 60
01/26/2012,80,-,,60,125,129
01/28/2012,85,65,,-,-,129.2,Row: 65
01/31/2012,90,-,,65,135,130,Press fail: 55422
02/02/2012,95,70,,-,-,129.8,Row: 70
02/04/2012,100,-,,65,145,130.2,Press fail: 55540
02/07/2012,105,75,,-,-,130.4,Row: 75
02/09/2012,110,-,,65,155,131.2
02/11/2012,115,80,,-,-,131.8,Row: 80
02/14/2012,120,-,,70,165,131.4,Press fail: 442 disgraceful
02/17/2012,125,85,,-,-,131.6,Row fail: just gave up after some bad reps
02/19/2012,130,-,,70,170,132
02/21/2012,135,90,111,-,-,131.4,Replaced Rows with Pullups
04/07/2012,45,45,211,-,-,129,Doing 3x5